Score,Blockage,Height,Bumpiness,ClearedLines,Tower,Hole
53323,-4.79620895072517,-9.31299630204771,-3.7381737140410443,-7.173953592184129,-4.565531666864636
53028,-0.43810820665282635,-7.8704048819713615,-4.648847737179976,-6.959764953397286,-6.477761843707425
52496,-1.6128501445285215,-9.182244058187646,-8.163393932212168,-7.197341550138678,-4.1744740500760456
52076,-3.948104321396361,-7.513078708914316,-6.885392854393594,-5.156601495586498,-2.6282261484682112
50847,-4.5987411198524,-9.182244058187646,-9.427015646456091,-7.197341550138678,-4.1744740500760456
47362,-1.05380965819031,-9.55820434778817,-3.2694973812070005,-7.397444500959219,-7.364113994815379
46886,-4.5987411198524,-9.0773437150099,-4.87296144134283,-9.362348459128429,-4.030805037907344
46020,-0.8621217626040827,-9.55820434778817,-3.2694973812070005,-8.853863378667143,-7.364113994815379
45915,-0.4926870076820522,-9.007091282257166,-2.0320448343915896,-8.890388606187415,-3.154853911644113
45291,-1.5584276603614544,-10.250357495122934,-3.2694973812070005,-8.853863378667143,-5.386486319519543
44535,-3.4604050528815646,-9.182244058187646,-9.427015646456091,-7.197341550138678,-4.1744740500760456
43704,-0.8000535167788814,-6.690820032340441,-8.06345196618163,-8.917353143573575,-4.948639089189384
42972,-2.4442041314476484,-5.253436348387494,-4.424124055308467,-4.132532166306274,-4.526338409321643
42280,-2.83915212214651,-10.094391889643084,-9.849193266048712,-7.197341550138678,-4.1744740500760456
41803,-1.6128501445285215,-9.182244058187646,-9.427015646456091,-7.197341550138678,-5.517097560193031
41615,-1.5584276603614544,-9.55820434778817,-3.2694973812070005,-8.853863378667143,-7.364113994815379
39999,-0.43810820665282635,-7.8704048819713615,-4.648847737179976,-6.548174127076184,-6.477761843707425
39998,-1.05380965819031,-9.55820434778817,-3.2694973812070005,-8.853863378667143,-7.364113994815379
39998,-2.692693674507635,-8.450379163426803,-7.078290727044542,-5.156601495586498,-6.3134272626351855
39998,-3.369274790760831,-9.182244058187646,-8.505857294719771,-7.197341550138678,-4.1744740500760456
39997,-3.948104321396361,-7.513078708914316,-6.885392854393594,-5.514978605926096,-2.6282261484682112
39996,-4.5987411198524,-9.963892610210099,-5.063560962668447,-9.083690580688815,-4.030805037907344
39996,-0.49577014585569734,-9.55820434778817,-3.6881301137269475,-8.853863378667143,-7.364113994815379
39992,-1.5584276603614544,-9.55820434778817,-3.7730665422772787,-8.853863378667143,-7.364113994815379
39690,-0.3935086263508556,-9.55820434778817,-3.2694973812070005,-8.853863378667143,-5.9689033527222675
38859,-0.8000535167788814,-6.526428316061714,-8.06345196618163,-8.917353143573575,-4.948639089189384
38381,-6.657006076126677,-9.66118342209876,-1.1523667696326068,-8.821712262514037,-8.53062672122108
38295,-2.692693674507635,-7.8704048819713615,-3.340438872875609,-6.959764953397286,-6.477761843707425
37783,-3.4265407460434094,-8.38601411802391,-2.227570206769569,-3.2353749762336257,-3.614075310166438
37169,-0.49577014585569734,-9.55820434778817,-3.253960989712519,-8.853863378667143,-7.364113994815379
36897,-2.692693674507635,-8.450379163426803,-8.852885108967966,-5.156601495586498,-5.290651997368502
36742,-3.948104321396361,-7.513078708914316,-8.068436173831707,-5.514978605926096,-2.6282261484682112
36605,-1.5584276603614544,-10.250357495122934,-3.2694973812070005,-8.853863378667143,-7.364113994815379
36568,-6.499730976766665,-7.513078708914316,-6.885392854393594,-5.514978605926096,-2.6282261484682112
36498,-3.7400001589851493,-8.450379163426803,-8.852885108967966,-5.156601495586498,-5.290651997368502
36047,-0.8000535167788814,-6.690820032340441,-8.06345196618163,-7.601483014610312,-4.948639089189384
35762,-6.22728917093224,-9.66118342209876,-3.10824146001714,-8.821712262514037,-8.53062672122108
33937,-0.0964365553547124,-9.007091282257166,-2.0320448343915896,-8.890388606187415,-3.725878525003674
33761,-8.418367643724592,-8.98582710813777,-5.736528926671667,-3.376513326563252,-5.5067937096364314
33249,-0.6772747320505945,-9.55820434778817,-3.2694973812070005,-8.853863378667143,-7.364113994815379
33065,-2.361395231431589,-5.253436348387494,-8.827199235740036,-4.132532166306274,-4.526338409321643
33000,-3.948104321396361,-7.090704000619155,-8.893364950128213,-6.422508396450566,-4.453132404950145
32119,-1.5584276603614544,-9.55820434778817,-3.2694973812070005,-8.282768459826151,-7.364113994815379
31627,-4.79620895072517,-9.31299630204771,-3.7381737140410443,-7.173953592184129,-2.892461236662437
31432,-3.9040969136088535,-8.738605033396116,-2.2171982033386706,-9.590925458249375,-3.9503703953900704
30916,-1.511377811916934,-3.246079670825103,-8.478486638295431,-2.449859076260821,-1.809184553174873
30877,-0.8000535167788814,-6.526428316061714,-5.495964273226352,-8.917353143573575,-8.588285984627124
30744,-7.06160021098408,-8.738605033396116,-2.2171982033386706,-9.590925458249375,-3.9503703953900704
30246,-4.79620895072517,-9.31299630204771,-3.818303104099975,-7.173953592184129,-2.892461236662437
30165,-0.43810820665282635,-7.8704048819713615,-8.852885108967966,-5.156601495586498,-5.290651997368502
30050,-0.4926870076820522,-9.007091282257166,-2.0320448343915896,-8.890388606187415,-3.725878525003674
29667,-0.03994433925797791,-4.4029407336998325,-3.501467259491008,-4.517696781410962,-4.414170937562561
29038,-4.5987411198524,-9.0773437150099,-4.3736573838505715,-9.083690580688815,-4.030805037907344
29003,-1.696059351971696,-4.64752150129351,-6.158275575777892,-4.086761743960032,-4.704576434965878
26689,-3.948104321396361,-7.513078708914316,-5.063560962668447,-8.374031279604353,-2.6282261484682112
25453,-9.152393376315487,-9.823948855814864,-4.349605112812714,-4.711826655883859,-6.71007422843592
24406,-8.418367643724592,-9.66118342209876,-5.736528926671667,-8.821712262514037,-8.53062672122108
24321,-8.086776422505626,-9.609656203564493,-4.08653172986946,-4.032509270756382,-5.511768441160444
23959,-3.4265407460434094,-8.38601411802391,-7.078290727044542,-3.2353749762336257,-5.290651997368502
23709,-4.5987411198524,-9.0773437150099,-5.063560962668447,-9.362348459128429,-4.030805037907344
23494,-2.4442041314476484,-7.513078708914316,-5.063560962668447,-8.374031279604353,-2.6282261484682112
22928,-4.5987411198524,-9.0773437150099,-5.063560962668447,-9.083690580688815,-4.030805037907344
22637,-8.319709236531756,-9.55820434778817,-1.1523667696326068,-8.821712262514037,-7.364113994815379
22532,-1.6128501445285215,-3.1586807820136586,-5.42688671554015,-4.409120517109118,-3.191847826880921
22362,-3.948104321396361,-4.708876590571717,-0.8354458450353208,-5.514978605926096,-2.6282261484682112
20406,-6.22728917093224,-9.55820434778817,-1.1523667696326068,-8.821712262514037,-7.364113994815379
19979,-0.49577014585569734,-9.55820434778817,-3.2694973812070005,-8.853863378667143,-7.364113994815379
19531,-2.4442041314476484,-5.253436348387494,-4.349605112812714,-4.132532166306274,-4.526338409321643
19211,-3.180241996744245,-9.182244058187646,-9.427015646456091,-7.197341550138678,-3.2223349147932354
