Score,Blockage,Height,Bumpiness,ClearedLines,Tower,Hole
104535,-1.511377811916934,-8.38601411802391,-8.478486638295431,-3.926076715506434,-3.614075310166438
103152,-2.4442041314476484,-6.691945774517737,-4.424124055308467,-4.132532166306274,-4.154547983584856
101296,-2.4442041314476484,-9.823948855814864,-4.349605112812714,-4.711826655883859,-4.526338409321643
96231,-2.4442041314476484,-11.495278050701767,-4.349605112812714,-4.711826655883859,-4.526338409321643
91175,-2.692693674507635,-8.450379163426803,-7.078290727044542,-5.156601495586498,-5.290651997368502
90826,-3.180241996744245,-9.182244058187646,-9.427015646456091,-7.197341550138678,-4.1744740500760456
90816,-2.692693674507635,-8.450379163426803,-9.941241662608942,-5.156601495586498,-5.290651997368502
86541,-1.05380965819031,-5.49251645715939,-7.397743320281569,-2.6059999653554278,-3.6773305399403267
86457,-1.511377811916934,-8.38601411802391,-7.397743320281569,-2.6059999653554278,-1.3658448190671257
84572,-3.369274790760831,-9.182244058187646,-8.505857294719771,-4.409120517109118,-3.191847826880921
79013,-1.5584276603614544,-10.250357495122934,-8.163393932212168,-8.853863378667143,-5.386486319519543
77482,-8.086776422505626,-9.55820434778817,-4.08653172986946,-8.853863378667143,-7.364113994815379
76704,-2.83915212214651,-9.182244058187646,-9.427015646456091,-7.197341550138678,-4.1744740500760456
75697,-0.3935086263508556,-9.55820434778817,-3.2694973812070005,-8.853863378667143,-7.364113994815379
72359,-1.6128501445285215,-9.182244058187646,-9.427015646456091,-7.197341550138678,-4.1744740500760456
71977,-2.83915212214651,-10.094391889643084,-9.427015646456091,-7.197341550138678,-3.365328789729432
71399,-2.692693674507635,-8.450379163426803,-9.941241662608942,-5.156601495586498,-3.3564471609984152
69432,-2.83915212214651,-10.094391889643084,-9.427015646456091,-7.197341550138678,-4.1744740500760456
69422,-3.948104321396361,-7.513078708914316,-8.893364950128213,-6.422508396450566,-4.453132404950145
66949,-1.05380965819031,-5.49251645715939,-7.397743320281569,-2.6059999653554278,-1.3658448190671257
66477,-0.43810820665282635,-7.8704048819713615,-3.340438872875609,-6.959764953397286,-6.477761843707425
66444,-0.43810820665282635,-7.8704048819713615,-4.572961391655924,-6.959764953397286,-6.477761843707425
65592,-3.948104321396361,-7.513078708914316,-8.893364950128213,-5.514978605926096,-4.453132404950145
64153,-4.79620895072517,-9.31299630204771,-9.427015646456091,-7.197341550138678,-4.1744740500760456
64117,-0.43810820665282635,-7.8704048819713615,-4.648847737179976,-6.959764953397286,-6.477761843707425
58652,-0.49577014585569734,-9.55820434778817,-3.253960989712519,-8.853863378667143,-7.080373290888517
58462,-4.2661696016763875,-9.182244058187646,-9.427015646456091,-7.197341550138678,-4.1744740500760456
56254,-1.6128501445285215,-9.182244058187646,-8.163393932212168,-7.417986555621434,-4.1744740500760456
54748,-4.5987411198524,-9.0773437150099,-5.063560962668447,-8.374031279604353,-4.030805037907344
53618,-2.4442041314476484,-6.691945774517737,-4.424124055308467,-4.132532166306274,-4.526338409321643
53616,-3.369274790760831,-9.182244058187646,-9.427015646456091,-7.197341550138678,-4.1744740500760456
