Score,Blockage,Height,Bumpiness,ClearedLines,Tower,Hole
1499246,8.59375,-10.195506393033147,-3.984375,-6.09375,-5.305685878057154,-1.09375,-3.59375,-3.1781569810552517
1187024,8.59375,-10.738576355885453,-3.90625,-6.09375,-4.724489347898223,-1.09375,-3.59375,-3.144023634034819
1104919,8.59375,-10.738576355885453,-3.90625,-6.09375,-4.6010170850014624,-1.09375,-3.59375,-2.34375
1079078,8.59375,-9.53125,-3.984375,-6.09375,-5.305685878057154,-1.09375,-3.59375,-3.1781569810552517
816789,7.96875,-11.945684840068926,-3.90625,-5.546875,-3.28125,-1.09375,-5.46875,-4.21875
735246,8.59375,-9.53125,-2.599229290405189,-6.09375,-5.078125,-1.09375,-3.59375,-3.1781569810552517
487158,8.59375,-9.53125,-3.984375,-6.09375,-4.8111074009952794,-1.09375,-3.59375,-2.34375
453814,-8.537358205370465,-10.738576355885453,-3.90625,-6.09375,-3.28125,-1.09375,-3.59375,-2.34375
452874,8.59375,-9.53125,-3.90625,-5.78125,-3.3237464248757784,-0.15625,-3.59375,-2.34375
424372,8.59375,-11.945684840068926,-3.90625,-6.09375,-3.28125,-1.09375,-3.59375,-2.34375
408616,8.59375,-10.385625039596025,-3.90625,-6.09375,-3.28125,-1.09375,-3.59375,-1.703052243232114
404614,8.59375,-10.738576355885453,-3.90625,-6.09375,-4.6010170850014624,-1.09375,-4.413040918063561,-2.34375
392912,8.59375,-9.53125,-3.984375,-6.09375,-5.078125,-1.09375,-3.59375,-3.1781569810552517
358402,7.1875,-10.367992069176173,-3.90625,-5.508196400538376,-3.28125,-0.9375,-6.5625,-2.34375
356604,8.59375,-10.385625039596025,-2.306980655254417,-6.09375,-3.28125,-1.09375,-3.59375,-1.703052243232114
353997,8.59375,-10.738576355885453,-3.90625,-6.09375,-3.28125,-1.09375,-3.59375,-3.144023634034819
319802,8.59375,-9.53125,-3.984375,-6.09375,-5.305685878057154,-1.09375,-3.043075198646327,-3.1781569810552517
310853,8.59375,-10.367992069176173,-3.90625,-6.09375,-3.28125,-1.09375,-3.59375,-2.34375
301604,8.59375,-9.53125,-3.984375,-6.09375,-5.078125,-1.09375,-3.59375,-2.34375
292123,8.59375,-10.738576355885453,-3.90625,-6.09375,-3.28125,-1.09375,-3.59375,-3.077377579039329
282433,8.59375,-10.738576355885453,-5.077807539637338,-6.09375,-3.28125,-1.09375,-3.59375,-2.34375
282074,8.59375,-9.53125,-3.90625,-6.09375,-2.7286664613185065,-1.09375,-3.59375,-2.34375
265354,3.90625,-6.71875,-3.90625,-6.09375,-7.34375,-0.15625,-9.53125,-7.65625
255029,-6.630872370181555,-10.738576355885453,-3.90625,-6.09375,-3.28125,-1.09375,-3.59375,-2.34375
247889,8.59375,-11.945684840068926,-3.90625,-6.09375,-3.28125,0.6694419827634501,-3.59375,-2.34375
244215,3.359375,-3.359375,-6.09375,-2.734375,-3.359375,-0.078125,-7.265625,-3.90625
235408,8.59375,-10.367992069176173,-3.90625,-6.09375,-2.485667834705028,-1.09375,-3.59375,-2.34375
229119,8.59375,-9.53125,-3.984375,-6.09375,-4.743182776946978,-1.09375,-3.59375,-2.34375
217397,-9.542308497063283,-10.738576355885453,-3.90625,-6.09375,-3.28125,-1.09375,-3.59375,-3.077377579039329
214544,8.59375,-7.542959328567161,-3.90625,-6.09375,-3.28125,-1.09375,-3.59375,-2.34375
214020,3.90625,-7.5,-7.5,-7.5,-7.34375,-2.5,-9.53125,-2.5
